gene,group
RANBP3,lysine_pbmc_tcell
BCAS3,lysine_pbmc_tcell
RPAP3,lysine_pbmc_tcell
CCDC134,lysine_pbmc_tcell
HAUS4,lysine_pbmc_tcell
PCIF1,lysine_pbmc_tcell
EHD1,lysine_pbmc_tcell
TUBB1,lysine_pbmc_tcell
RNPEP,lysine_pbmc_tcell
RWDD1,lysine_pbmc_tcell
CHMP4B,lysine_pbmc_tcell
UNC45A,lysine_pbmc_tcell
PTPN23,lysine_pbmc_tcell
SEMA4A,lysine_pbmc_tcell
ACBD3,lysine_pbmc_tcell
WHSC2,lysine_pbmc_tcell
TXNIP,lysine_pbmc_tcell
BOLA2B,lysine_pbmc_tcell
UBQLN3,lysine_pbmc_tcell
MRPL46,lysine_pbmc_tcell
PPA2,lysine_pbmc_tcell
DHX36,lysine_pbmc_tcell
RAB3GAP2,lysine_pbmc_tcell
TAOK3,lysine_pbmc_tcell
PPIL3,lysine_pbmc_tcell
EPC1,lysine_pbmc_tcell
SH3BGRL3,lysine_pbmc_tcell
EHD4,lysine_pbmc_tcell
SLC25A18,lysine_pbmc_tcell
ISCU,lysine_pbmc_tcell
DNTTIP1,lysine_pbmc_tcell
RBM38,lysine_pbmc_tcell
C11orf54,lysine_pbmc_tcell
RAB1B,lysine_pbmc_tcell
GBP3,lysine_pbmc_tcell
HDHD2,lysine_pbmc_tcell
PCBD2,lysine_pbmc_tcell
TOLLIP,lysine_pbmc_tcell
XRN2,lysine_pbmc_tcell
ILKAP,lysine_pbmc_tcell
COMMD4,lysine_pbmc_tcell
NAT10,lysine_pbmc_tcell
FAM107B,lysine_pbmc_tcell
LHPP,lysine_pbmc_tcell
NAA50,lysine_pbmc_tcell
EIF5A2,lysine_pbmc_tcell
FAM192A,lysine_pbmc_tcell
SLIRP,lysine_pbmc_tcell
POLR1E,lysine_pbmc_tcell
DDX24,lysine_pbmc_tcell
MAP1LC3B,lysine_pbmc_tcell
COMMD5,lysine_pbmc_tcell
PITHD1,lysine_pbmc_tcell
C20orf27,lysine_pbmc_tcell
TMCO7,lysine_pbmc_tcell
FTO,lysine_pbmc_tcell
DPY30,lysine_pbmc_tcell
API5,lysine_pbmc_tcell
FAM129A,lysine_pbmc_tcell
EDEM3,lysine_pbmc_tcell
TBL1XR1,lysine_pbmc_tcell
RAB34,lysine_pbmc_tcell
OSBPL8,lysine_pbmc_tcell
GTPBP4,lysine_pbmc_tcell
YTHDF1,lysine_pbmc_tcell
MRPL20,lysine_pbmc_tcell
POLDIP3,lysine_pbmc_tcell
ITPA,lysine_pbmc_tcell
CECR5,lysine_pbmc_tcell
NUSAP1,lysine_pbmc_tcell
AP1M1,lysine_pbmc_tcell
QTRT1,lysine_pbmc_tcell
SRRT,lysine_pbmc_tcell
NAA15,lysine_pbmc_tcell
HINT2,lysine_pbmc_tcell
SLC4A1AP,lysine_pbmc_tcell
MND1,lysine_pbmc_tcell
SFXN3,lysine_pbmc_tcell
SF3B5,lysine_pbmc_tcell
ACAT2,lysine_pbmc_tcell
HIGD2A,lysine_pbmc_tcell
TMED9,lysine_pbmc_tcell
NOC4L,lysine_pbmc_tcell
TUBB2B,lysine_pbmc_tcell
MECR,lysine_pbmc_tcell
ADI1,lysine_pbmc_tcell
VAMP8,lysine_pbmc_tcell
MRI1,lysine_pbmc_tcell
BDH2,lysine_pbmc_tcell
DDX23,lysine_pbmc_tcell
HTATIP2,lysine_pbmc_tcell
PDCD10,lysine_pbmc_tcell
HNRNPUL1,lysine_pbmc_tcell
MED18,lysine_pbmc_tcell
DHRS4,lysine_pbmc_tcell
TMEM43,lysine_pbmc_tcell
ANP32E,lysine_pbmc_tcell
URM1,lysine_pbmc_tcell
H2AFJ,lysine_pbmc_tcell
DCUN1D5,lysine_pbmc_tcell
AARSD1,lysine_pbmc_tcell
MCMBP,lysine_pbmc_tcell
DCTN5,lysine_pbmc_tcell
DIDO1,lysine_pbmc_tcell
COPS4,lysine_pbmc_tcell
PSMG3,lysine_pbmc_tcell
LIMD2,lysine_pbmc_tcell
CNPY3,lysine_pbmc_tcell
ESYT1,lysine_pbmc_tcell
TUBGCP2,lysine_pbmc_tcell
HDHD3,lysine_pbmc_tcell
TACO1,lysine_pbmc_tcell
NTPCR,lysine_pbmc_tcell
LXN,lysine_pbmc_tcell
ERP44,lysine_pbmc_tcell
PELO,lysine_pbmc_tcell
MNF1,lysine_pbmc_tcell
ARHGAP9,lysine_pbmc_tcell
ADPGK,lysine_pbmc_tcell
NUDT22,lysine_pbmc_tcell
C7orf50,lysine_pbmc_tcell
MRPL45,lysine_pbmc_tcell
VPS25,lysine_pbmc_tcell
CPPED1,lysine_pbmc_tcell
TXNDC17,lysine_pbmc_tcell
CORO1B,lysine_pbmc_tcell
FYCO1,lysine_pbmc_tcell
BCL7B,lysine_pbmc_tcell
C19orf43,lysine_pbmc_tcell
ELAC2,lysine_pbmc_tcell
PAIP2,lysine_pbmc_tcell
ARPC5L,lysine_pbmc_tcell
NIPSNAP1,lysine_pbmc_tcell
BAG1,lysine_pbmc_tcell
HIST1H2BL,lysine_pbmc_tcell
HIST1H2BM,lysine_pbmc_tcell
PRMT1,lysine_pbmc_tcell
CCT7,lysine_pbmc_tcell
CPNE1,lysine_pbmc_tcell
TSG101,lysine_pbmc_tcell
ACO2,lysine_pbmc_tcell
TXN2,lysine_pbmc_tcell
NAPG,lysine_pbmc_tcell
NAP1L4,lysine_pbmc_tcell
HNRNPAB,lysine_pbmc_tcell
SMAD5,lysine_pbmc_tcell
HSD17B10,lysine_pbmc_tcell
RGPD6,lysine_pbmc_tcell
KIF2C,lysine_pbmc_tcell
PHB2,lysine_pbmc_tcell
DNAJC7,lysine_pbmc_tcell
TTC1,lysine_pbmc_tcell
SEPHS2,lysine_pbmc_tcell
ELF4,lysine_pbmc_tcell
TSNAX,lysine_pbmc_tcell
SCAF11,lysine_pbmc_tcell
PIK3R4,lysine_pbmc_tcell
NUP88,lysine_pbmc_tcell
DNAJC2,lysine_pbmc_tcell
VAT1,lysine_pbmc_tcell
GAS2L1,lysine_pbmc_tcell
PARK7,lysine_pbmc_tcell
RNF2,lysine_pbmc_tcell
PFDN5,lysine_pbmc_tcell
SDF2,lysine_pbmc_tcell
PSMD1,lysine_pbmc_tcell
SEC62,lysine_pbmc_tcell
CNN2,lysine_pbmc_tcell
TBCB,lysine_pbmc_tcell
MYCBP,lysine_pbmc_tcell
FAM129B,lysine_pbmc_tcell
RUFY1,lysine_pbmc_tcell
ADO,lysine_pbmc_tcell
OSBPL9,lysine_pbmc_tcell
SIN3A,lysine_pbmc_tcell
IWS1,lysine_pbmc_tcell
STRBP,lysine_pbmc_tcell
LYSMD1,lysine_pbmc_tcell
TP53RK,lysine_pbmc_tcell
C16orf13,lysine_pbmc_tcell
FNBP1,lysine_pbmc_tcell
IL4I1,lysine_pbmc_tcell
GFM1,lysine_pbmc_tcell
MED15,lysine_pbmc_tcell
HIST1H2AA,lysine_pbmc_tcell
XPO6,lysine_pbmc_tcell
VPS35,lysine_pbmc_tcell
TRNT1,lysine_pbmc_tcell
QKI,lysine_pbmc_tcell
GBP5,lysine_pbmc_tcell
RBM14,lysine_pbmc_tcell
MCEE,lysine_pbmc_tcell
GPR101,lysine_pbmc_tcell
FRMD6,lysine_pbmc_tcell
ZMAT2,lysine_pbmc_tcell
SPATA13,lysine_pbmc_tcell
MBOAT7,lysine_pbmc_tcell
YTHDC1,lysine_pbmc_tcell
ZFP42,lysine_pbmc_tcell
ZNF512,lysine_pbmc_tcell
PRRC1,lysine_pbmc_tcell
SNX27,lysine_pbmc_tcell
CNDP2,lysine_pbmc_tcell
EXOC2,lysine_pbmc_tcell
SCYL1,lysine_pbmc_tcell
DNAJC1,lysine_pbmc_tcell
CLPTM1L,lysine_pbmc_tcell
BTF3L4,lysine_pbmc_tcell
PDLIM2,lysine_pbmc_tcell
TMX3,lysine_pbmc_tcell
VCPIP1,lysine_pbmc_tcell
COG3,lysine_pbmc_tcell
DNAH8,lysine_pbmc_tcell
RSRC1,lysine_pbmc_tcell
ABHD14B,lysine_pbmc_tcell
GMPPA,lysine_pbmc_tcell
SUCLG2,lysine_pbmc_tcell
RBM17,lysine_pbmc_tcell
PGAM5,lysine_pbmc_tcell
AHCYL2,lysine_pbmc_tcell
C7orf55,lysine_pbmc_tcell
ERO1L,lysine_pbmc_tcell
PDLIM5,lysine_pbmc_tcell
DCUN1D1,lysine_pbmc_tcell
PGM2,lysine_pbmc_tcell
BICD1,lysine_pbmc_tcell
OTUB1,lysine_pbmc_tcell
CPNE2,lysine_pbmc_tcell
DYNLL2,lysine_pbmc_tcell
CYFIP2,lysine_pbmc_tcell
FAM125A,lysine_pbmc_tcell
TMA16,lysine_pbmc_tcell
SGTB,lysine_pbmc_tcell
DAZAP1,lysine_pbmc_tcell
MRPL53,lysine_pbmc_tcell
KTI12,lysine_pbmc_tcell
GNPNAT1,lysine_pbmc_tcell
KIAA1279,lysine_pbmc_tcell
SEH1L,lysine_pbmc_tcell
RBMXL1,lysine_pbmc_tcell
MRRF,lysine_pbmc_tcell
SNRNP40,lysine_pbmc_tcell
NUDT16,lysine_pbmc_tcell
FAM82B,lysine_pbmc_tcell
DNAJC19,lysine_pbmc_tcell
KCTD12,lysine_pbmc_tcell
AP2M1,lysine_pbmc_tcell
OPTN,lysine_pbmc_tcell
CCDC124,lysine_pbmc_tcell
ISOC1,lysine_pbmc_tcell
PPCDC,lysine_pbmc_tcell
PPP1R14B,lysine_pbmc_tcell
DCPS,lysine_pbmc_tcell
GALM,lysine_pbmc_tcell
EFHD2,lysine_pbmc_tcell
FAM136A,lysine_pbmc_tcell
MOB3A,lysine_pbmc_tcell
TESC,lysine_pbmc_tcell
SELRC1,lysine_pbmc_tcell
SGK3,lysine_pbmc_tcell
PPWD1,lysine_pbmc_tcell
CHCHD1,lysine_pbmc_tcell
FAM105B,lysine_pbmc_tcell
ARL8A,lysine_pbmc_tcell
SH3KBP1,lysine_pbmc_tcell
C10orf32,lysine_pbmc_tcell
ISG20,lysine_pbmc_tcell
RAB37,lysine_pbmc_tcell
RPE,lysine_pbmc_tcell
LRRC59,lysine_pbmc_tcell
FUBP1,lysine_pbmc_tcell
FERMT2,lysine_pbmc_tcell
ISOC2,lysine_pbmc_tcell
MAGOHB,lysine_pbmc_tcell
SYAP1,lysine_pbmc_tcell
FAM162A,lysine_pbmc_tcell
HIST1H2BA,lysine_pbmc_tcell
ATP6V1E2,lysine_pbmc_tcell
FBXW5,lysine_pbmc_tcell
WBP2,lysine_pbmc_tcell
ZNF622,lysine_pbmc_tcell
RPL36AL,lysine_pbmc_tcell
C19orf10,lysine_pbmc_tcell
SMARCE1,lysine_pbmc_tcell
HLA-B,lysine_pbmc_tcell
PTP4A1,lysine_pbmc_tcell
ATP2A3,lysine_pbmc_tcell
USP7,lysine_pbmc_tcell
USP9X,lysine_pbmc_tcell
TNPO1,lysine_pbmc_tcell
GCDH,lysine_pbmc_tcell
KHSRP,lysine_pbmc_tcell
RAB8B,lysine_pbmc_tcell
SMARCC1,lysine_pbmc_tcell
MAP4K1,lysine_pbmc_tcell
COPS5,lysine_pbmc_tcell
UPF1,lysine_pbmc_tcell
ARHGEF1,lysine_pbmc_tcell
OSTF1,lysine_pbmc_tcell
CELF1,lysine_pbmc_tcell
SEMA4D,lysine_pbmc_tcell
DDX17,lysine_pbmc_tcell
GGH,lysine_pbmc_tcell
TAF15,lysine_pbmc_tcell
CREBBP,lysine_pbmc_tcell
STAM,lysine_pbmc_tcell
ANP32B,lysine_pbmc_tcell
MRPS31,lysine_pbmc_tcell
NSMAF,lysine_pbmc_tcell
HMHA1,lysine_pbmc_tcell
MYO18A,lysine_pbmc_tcell
DOCK2,lysine_pbmc_tcell
RQCD1,lysine_pbmc_tcell
SEPT8,lysine_pbmc_tcell
HSPH1,lysine_pbmc_tcell
NDRG1,lysine_pbmc_tcell
PHF3,lysine_pbmc_tcell
AP3S1,lysine_pbmc_tcell
ELMO1,lysine_pbmc_tcell
TOPBP1,lysine_pbmc_tcell
H1FX,lysine_pbmc_tcell
FAM3C,lysine_pbmc_tcell
HSD17B8,lysine_pbmc_tcell
DDX1,lysine_pbmc_tcell
OVCA2,lysine_pbmc_tcell
ARAP2,lysine_pbmc_tcell
CHCHD10,lysine_pbmc_tcell
SEPT1,lysine_pbmc_tcell
CTNNBL1,lysine_pbmc_tcell
BRI3BP,lysine_pbmc_tcell
DNAJC9,lysine_pbmc_tcell
GATAD2B,lysine_pbmc_tcell
SYNE2,lysine_pbmc_tcell
MADD,lysine_pbmc_tcell
PSPC1,lysine_pbmc_tcell
PRPF31,lysine_pbmc_tcell
RASSF5,lysine_pbmc_tcell
RTN4IP1,lysine_pbmc_tcell
ATXN2L,lysine_pbmc_tcell
SPRYD4,lysine_pbmc_tcell
PCNP,lysine_pbmc_tcell
UBLCP1,lysine_pbmc_tcell
SCFD1,lysine_pbmc_tcell
STAG1,lysine_pbmc_tcell
NUDCD2,lysine_pbmc_tcell
OSCP1,lysine_pbmc_tcell
BCL7C,lysine_pbmc_tcell
CHMP7,lysine_pbmc_tcell
CACTIN,lysine_pbmc_tcell
PDCD6IP,lysine_pbmc_tcell
CHURC1,lysine_pbmc_tcell
RAB2B,lysine_pbmc_tcell
ZC3H15,lysine_pbmc_tcell
SNX29,lysine_pbmc_tcell
UTP15,lysine_pbmc_tcell
MICAL1,lysine_pbmc_tcell
NEK7,lysine_pbmc_tcell
GNPDA2,lysine_pbmc_tcell
RNASEH2C,lysine_pbmc_tcell
MUTED,lysine_pbmc_tcell
PLEKHO2,lysine_pbmc_tcell
NEK9,lysine_pbmc_tcell
BICD2,lysine_pbmc_tcell
HM13,lysine_pbmc_tcell
PNPT1,lysine_pbmc_tcell
ZFAND1,lysine_pbmc_tcell
NT5C,lysine_pbmc_tcell
MRPL30,lysine_pbmc_tcell
LRRC20,lysine_pbmc_tcell
FAM213B,lysine_pbmc_tcell
UBA3,lysine_pbmc_tcell
NPLOC4,lysine_pbmc_tcell
SMARCC2,lysine_pbmc_tcell
PSMA8,lysine_pbmc_tcell
GIMAP7,lysine_pbmc_tcell
AKR7L,lysine_pbmc_tcell
ABHD11,lysine_pbmc_tcell
TSTD1,lysine_pbmc_tcell
TOR1AIP2,lysine_pbmc_tcell
NUP35,lysine_pbmc_tcell
ARID1B,lysine_pbmc_tcell
ABCF1,lysine_pbmc_tcell
PSD4,lysine_pbmc_tcell
LSM14A,lysine_pbmc_tcell
RNF214,lysine_pbmc_tcell
FAM98A,lysine_pbmc_tcell
SERBP1,lysine_pbmc_tcell
TXNDC5,lysine_pbmc_tcell
HSD17B11,lysine_pbmc_tcell
POGLUT1,lysine_pbmc_tcell
GLT25D1,lysine_pbmc_tcell
KDM1B,lysine_pbmc_tcell
MLKL,lysine_pbmc_tcell
GBP7,lysine_pbmc_tcell
CSNK1A1L,lysine_pbmc_tcell
ACBD7,lysine_pbmc_tcell
ARFGAP2,lysine_pbmc_tcell
CPSF7,lysine_pbmc_tcell
EIF4E3,lysine_pbmc_tcell
JAGN1,lysine_pbmc_tcell
CISD2,lysine_pbmc_tcell
HDDC3,lysine_pbmc_tcell
KIF2B,lysine_pbmc_tcell
MINK1,lysine_pbmc_tcell
STAG2,lysine_pbmc_tcell
ARHGAP18,lysine_pbmc_tcell
ARMC10,lysine_pbmc_tcell
HIST3H2BB,lysine_pbmc_tcell
LRRC47,lysine_pbmc_tcell
NUP93,lysine_pbmc_tcell
KIAA1967,lysine_pbmc_tcell
PGAM4,lysine_pbmc_tcell
SPG20,lysine_pbmc_tcell
ALDH16A1,lysine_pbmc_tcell
RPUSD2,lysine_pbmc_tcell
GSPT2,lysine_pbmc_tcell
SUPV3L1,lysine_pbmc_tcell
SMAP1,lysine_pbmc_tcell
SRRM1,lysine_pbmc_tcell
SMC5,lysine_pbmc_tcell
PHC2,lysine_pbmc_tcell
DNAJC10,lysine_pbmc_tcell
CCAR1,lysine_pbmc_tcell
SUGP1,lysine_pbmc_tcell
CHERP,lysine_pbmc_tcell
CCDC117,lysine_pbmc_tcell
CARKD,lysine_pbmc_tcell
MMAA,lysine_pbmc_tcell
NUDCD3,lysine_pbmc_tcell
LIX1L,lysine_pbmc_tcell
LYSMD2,lysine_pbmc_tcell
ERI1,lysine_pbmc_tcell
CRLF3,lysine_pbmc_tcell
HIST2H2AB,lysine_pbmc_tcell
RASAL3,lysine_pbmc_tcell
RAB43,lysine_pbmc_tcell
GATAD2A,lysine_pbmc_tcell
STX12,lysine_pbmc_tcell
CARM1,lysine_pbmc_tcell
RALGPS2,lysine_pbmc_tcell
NR2C2AP,lysine_pbmc_tcell
BPHL,lysine_pbmc_tcell
CAND1,lysine_pbmc_tcell
VPS36,lysine_pbmc_tcell
ALYREF,lysine_pbmc_tcell
LUZP1,lysine_pbmc_tcell
AACS,lysine_pbmc_tcell
FERMT3,lysine_pbmc_tcell
KTN1,lysine_pbmc_tcell
AGPAT6,lysine_pbmc_tcell
MTDH,lysine_pbmc_tcell
YRDC,lysine_pbmc_tcell
LDB1,lysine_pbmc_tcell
METTL3,lysine_pbmc_tcell
PABPN1,lysine_pbmc_tcell
GLRX5,lysine_pbmc_tcell
RALYL,lysine_pbmc_tcell
CMC1,lysine_pbmc_tcell
TMED4,lysine_pbmc_tcell
HUWE1,lysine_pbmc_tcell
APBB1IP,lysine_pbmc_tcell
IRF2BP2,lysine_pbmc_tcell
DCXR,lysine_pbmc_tcell
LIMS2,lysine_pbmc_tcell
TRMT11,lysine_pbmc_tcell
COMMD6,lysine_pbmc_tcell
CLASP1,lysine_pbmc_tcell
MYH14,lysine_pbmc_tcell
TRAPPC11,lysine_pbmc_tcell
MRPL21,lysine_pbmc_tcell
PHF5A,lysine_pbmc_tcell
RASGRP2,lysine_pbmc_tcell
CHMP1B,lysine_pbmc_tcell
MOB1B,lysine_pbmc_tcell
HIST3H2A,lysine_pbmc_tcell
COPS6,lysine_pbmc_tcell
GET4,lysine_pbmc_tcell
RRAGA,lysine_pbmc_tcell
EIF3M,lysine_pbmc_tcell
MON1B,lysine_pbmc_tcell
BZW1,lysine_pbmc_tcell
TRMT10C,lysine_pbmc_tcell
DDX46,lysine_pbmc_tcell
MARK2,lysine_pbmc_tcell
SND1,lysine_pbmc_tcell
NOL8,lysine_pbmc_tcell
H2AFV,lysine_pbmc_tcell
TUBA1A,lysine_pbmc_tcell
UNC13D,lysine_pbmc_tcell
MOB3C,lysine_pbmc_tcell
RAPH1,lysine_pbmc_tcell
HSDL2,lysine_pbmc_tcell
PACS1,lysine_pbmc_tcell
WDR82,lysine_pbmc_tcell
CWC27,lysine_pbmc_tcell
TMEM205,lysine_pbmc_tcell
POTEE,lysine_pbmc_tcell
BLOC1S2,lysine_pbmc_tcell
ZC3H14,lysine_pbmc_tcell
DARS2,lysine_pbmc_tcell
AAGAB,lysine_pbmc_tcell
CTR9,lysine_pbmc_tcell
PGM2L1,lysine_pbmc_tcell
EMB,lysine_pbmc_tcell
KIAA1609,lysine_pbmc_tcell
PDXDC1,lysine_pbmc_tcell
ALKBH5,lysine_pbmc_tcell
FAHD1,lysine_pbmc_tcell
NFRKB,lysine_pbmc_tcell
PLBD1,lysine_pbmc_tcell
PRPF8,lysine_pbmc_tcell
TATDN1,lysine_pbmc_tcell
CC2D1A,lysine_pbmc_tcell
PMF1,lysine_pbmc_tcell
CDC73,lysine_pbmc_tcell
H3F3C,lysine_pbmc_tcell
ARMC6,lysine_pbmc_tcell
HIBCH,lysine_pbmc_tcell
RINT1,lysine_pbmc_tcell
SLC25A24,lysine_pbmc_tcell
NAA16,lysine_pbmc_tcell
PDE12,lysine_pbmc_tcell
RCSD1,lysine_pbmc_tcell
ZNF425,lysine_pbmc_tcell
EIF5AL1,lysine_pbmc_tcell
SDE2,lysine_pbmc_tcell
TWF2,lysine_pbmc_tcell
PTRHD1,lysine_pbmc_tcell
CIAPIN1,lysine_pbmc_tcell
SUMO4,lysine_pbmc_tcell
ARHGAP17,lysine_pbmc_tcell
KCTD16,lysine_pbmc_tcell
ATG16L1,lysine_pbmc_tcell
PPP2R2D,lysine_pbmc_tcell
FAM91A1,lysine_pbmc_tcell
RNF213,lysine_pbmc_tcell
RRAGB,lysine_pbmc_tcell
MBNL2,lysine_pbmc_tcell
BROX,lysine_pbmc_tcell
FKBP1C,lysine_pbmc_tcell
RNF20,lysine_pbmc_tcell
PRPF38B,lysine_pbmc_tcell
RPRD2,lysine_pbmc_tcell
LYRM7,lysine_pbmc_tcell
NT5DC1,lysine_pbmc_tcell
HIST2H3PS2,lysine_pbmc_tcell
DDI2,lysine_pbmc_tcell
OGFRL1,lysine_pbmc_tcell
FRY,lysine_pbmc_tcell
RBM26,lysine_pbmc_tcell
KIF24,lysine_pbmc_tcell
C9orf64,lysine_pbmc_tcell
UBAP2,lysine_pbmc_tcell
IBA57,lysine_pbmc_tcell
GPATCH4,lysine_pbmc_tcell
MPP7,lysine_pbmc_tcell
C10orf76,lysine_pbmc_tcell
FKBP15,lysine_pbmc_tcell
LDLRAP1,lysine_pbmc_tcell
CEP170,lysine_pbmc_tcell
HP1BP3,lysine_pbmc_tcell
CSNK2B,lysine_pbmc_tcell
NUP188,lysine_pbmc_tcell
HIST2H2BF,lysine_pbmc_tcell
EOGT,lysine_pbmc_tcell
TOR1AIP1,lysine_pbmc_tcell
RRP12,lysine_pbmc_tcell
FGD3,lysine_pbmc_tcell
COQ5,lysine_pbmc_tcell
PPP6R3,lysine_pbmc_tcell
TMEM41B,lysine_pbmc_tcell
TPT1-like,lysine_pbmc_tcell
EAPP,lysine_pbmc_tcell
CCDC93,lysine_pbmc_tcell
ACTBL2,lysine_pbmc_tcell
ARHGAP15,lysine_pbmc_tcell
PYCRL,lysine_pbmc_tcell
USP39,lysine_pbmc_tcell
HSD17B12,lysine_pbmc_tcell
ORMDL2,lysine_pbmc_tcell
C11orf73,lysine_pbmc_tcell
TP53I3,lysine_pbmc_tcell
AGPAT9,lysine_pbmc_tcell
PDCD4,lysine_pbmc_tcell
PAN2,lysine_pbmc_tcell
CCDC58,lysine_pbmc_tcell
ACSF3,lysine_pbmc_tcell
NADKD1,lysine_pbmc_tcell
TIMM50,lysine_pbmc_tcell
RABL6,lysine_pbmc_tcell
LSM12,lysine_pbmc_tcell
DAK,lysine_pbmc_tcell
C2orf76,lysine_pbmc_tcell
HNRNPA1L2,lysine_pbmc_tcell
FER1L6,lysine_pbmc_tcell
SMU1,lysine_pbmc_tcell
CLEC16A,lysine_pbmc_tcell
PDS5A,lysine_pbmc_tcell
HLA-C,lysine_pbmc_tcell
HNRNPUL2,lysine_pbmc_tcell
FAM127C,lysine_pbmc_tcell
ATP6V1F,lysine_pbmc_tcell
DGUOK,lysine_pbmc_tcell
UGP2,lysine_pbmc_tcell
HADH,lysine_pbmc_tcell
UPP1,lysine_pbmc_tcell
PCK2,lysine_pbmc_tcell
HIST2H2BE,lysine_pbmc_tcell
HIST2H2AC,lysine_pbmc_tcell
HAGH,lysine_pbmc_tcell
TST,lysine_pbmc_tcell
CLPP,lysine_pbmc_tcell
NDUFA5,lysine_pbmc_tcell
DECR1,lysine_pbmc_tcell
HIST3H3,lysine_pbmc_tcell
IFI16,lysine_pbmc_tcell
FSCN1,lysine_pbmc_tcell
MAPKAPK3,lysine_pbmc_tcell
CPSF6,lysine_pbmc_tcell
SRSF7,lysine_pbmc_tcell
FXN,lysine_pbmc_tcell
RBBP7,lysine_pbmc_tcell
CAMK4,lysine_pbmc_tcell
DPYSL2,lysine_pbmc_tcell
CDC37,lysine_pbmc_tcell
MAPK14,lysine_pbmc_tcell
PPP2R5E,lysine_pbmc_tcell
DDB1,lysine_pbmc_tcell
PSMD5,lysine_pbmc_tcell
E2F4,lysine_pbmc_tcell
UAP1,lysine_pbmc_tcell
ADRM1,lysine_pbmc_tcell
SEPT7,lysine_pbmc_tcell
ZYX,lysine_pbmc_tcell
RAB11B,lysine_pbmc_tcell
NEDD8,lysine_pbmc_tcell
VAMP3,lysine_pbmc_tcell
STXBP2,lysine_pbmc_tcell
UBE2V2,lysine_pbmc_tcell
TBCE,lysine_pbmc_tcell
SMAD1,lysine_pbmc_tcell
SMAD2,lysine_pbmc_tcell
TOMM34,lysine_pbmc_tcell
RAB30,lysine_pbmc_tcell
ELF2,lysine_pbmc_tcell
ELAVL1,lysine_pbmc_tcell
MAPRE1,lysine_pbmc_tcell
TRIP13,lysine_pbmc_tcell
SF1,lysine_pbmc_tcell
TSN,lysine_pbmc_tcell
TRADD,lysine_pbmc_tcell
MAPRE2,lysine_pbmc_tcell
SS18,lysine_pbmc_tcell
SKIV2L,lysine_pbmc_tcell
SF3A1,lysine_pbmc_tcell
CYTH1,lysine_pbmc_tcell
SEC23B,lysine_pbmc_tcell
SEC23A,lysine_pbmc_tcell
PPP1R7,lysine_pbmc_tcell
SF3B4,lysine_pbmc_tcell
SAFB,lysine_pbmc_tcell
RPS6KA1,lysine_pbmc_tcell
RSU1,lysine_pbmc_tcell
DLGAP5,lysine_pbmc_tcell
KIAA0020,lysine_pbmc_tcell
SF3B3,lysine_pbmc_tcell
RHEB,lysine_pbmc_tcell
TCEB2,lysine_pbmc_tcell
TCEB1,lysine_pbmc_tcell
PCBP2,lysine_pbmc_tcell
PCBP1,lysine_pbmc_tcell
TMED2,lysine_pbmc_tcell
E2F5,lysine_pbmc_tcell
IRF4,lysine_pbmc_tcell
RBBP5,lysine_pbmc_tcell
RNPS1,lysine_pbmc_tcell
RAB35,lysine_pbmc_tcell
RABEP1,lysine_pbmc_tcell
PPP2R4,lysine_pbmc_tcell
NONO,lysine_pbmc_tcell
STK38,lysine_pbmc_tcell
PTGES3,lysine_pbmc_tcell
PPA1,lysine_pbmc_tcell
PPP2R5A,lysine_pbmc_tcell
PLEC,lysine_pbmc_tcell
PMVK,lysine_pbmc_tcell
PEA15,lysine_pbmc_tcell
PDK3,lysine_pbmc_tcell
PDK1,lysine_pbmc_tcell
PDIA6,lysine_pbmc_tcell
NCF4,lysine_pbmc_tcell
ACOX1,lysine_pbmc_tcell
WDR43,lysine_pbmc_tcell
BRD3,lysine_pbmc_tcell
EIF4H,lysine_pbmc_tcell
RRS1,lysine_pbmc_tcell
KARS,lysine_pbmc_tcell
ARL6IP1,lysine_pbmc_tcell
NCAPD2,lysine_pbmc_tcell
SART3,lysine_pbmc_tcell
SEPT2,lysine_pbmc_tcell
FAM175B,lysine_pbmc_tcell
PSMD6,lysine_pbmc_tcell
SPCS2,lysine_pbmc_tcell
NCAPH,lysine_pbmc_tcell
CHMP4A,lysine_pbmc_tcell
NAA25,lysine_pbmc_tcell
NUMA1,lysine_pbmc_tcell
NOLC1,lysine_pbmc_tcell
KPNB1,lysine_pbmc_tcell
LASP1,lysine_pbmc_tcell
CHD4,lysine_pbmc_tcell
LTBP1,lysine_pbmc_tcell
LBR,lysine_pbmc_tcell
PPP2R5D,lysine_pbmc_tcell
GANAB,lysine_pbmc_tcell
MESDC2,lysine_pbmc_tcell
USP10,lysine_pbmc_tcell
GINS1,lysine_pbmc_tcell
PDCD11,lysine_pbmc_tcell
RRP1B,lysine_pbmc_tcell
SMC1A,lysine_pbmc_tcell
CLINT1,lysine_pbmc_tcell
IRF3,lysine_pbmc_tcell
MCM6,lysine_pbmc_tcell
PRPSAP1,lysine_pbmc_tcell
PDIA5,lysine_pbmc_tcell
RBM39,lysine_pbmc_tcell
CAPRIN1,lysine_pbmc_tcell
GNA13,lysine_pbmc_tcell
FAM50A,lysine_pbmc_tcell
FKBP8,lysine_pbmc_tcell
PTK2B,lysine_pbmc_tcell
TRIM25,lysine_pbmc_tcell
RCN2,lysine_pbmc_tcell
CTTN,lysine_pbmc_tcell
TCEB3,lysine_pbmc_tcell
