,ensembl_gene_id,hgnc_symbol,entrezgene,gene_biotype,percentage_gc_content,cds_length,chromosome_name
62924,ENSG00000282482,,NA,IG_V_gene,53.08,358,CHR_HSCHR14_3_CTG1
62925,ENSG00000282483,TRBV17,NA,TR_V_gene,51.16,344,CHR_HSCHR7_2_CTG6
62926,ENSG00000282484,,NA,lincRNA,41.33,NA,CHR_HSCHR8_8_CTG1
62927,ENSG00000282485,LINC00235,NA,lincRNA,61.7,NA,CHR_HSCHR16_CTG2
62928,ENSG00000282486,LRRC37A9P,NA,processed_pseudogene,49.2,NA,CHR_HSCHR17_7_CTG4
62929,ENSG00000282487,IGHD6-19,NA,IG_D_gene,57.14,21,CHR_HSCHR14_3_CTG1
62930,ENSG00000282488,TRBJ2-1,NA,TR_J_gene,60,50,CHR_HSCHR7_2_CTG6
62931,ENSG00000282489,,NA,processed_pseudogene,52.1,NA,CHR_HSCHR17_7_CTG4
62932,ENSG00000282490,,NA,processed_pseudogene,35.89,NA,CHR_HSCHR8_9_CTG1
62933,ENSG00000282491,,NA,lincRNA,44.53,NA,CHR_HSCHR17_2_CTG5
62934,ENSG00000282492,WBP1LP1,NA,processed_pseudogene,55.82,NA,CHR_HSCHR7_2_CTG6
62935,ENSG00000282493,,NA,lincRNA,46.34,NA,CHR_HSCHR8_7_CTG1
62936,ENSG00000282494,,NA,lincRNA,57.93,NA,CHR_HSCHR17_7_CTG4
62937,ENSG00000282495,IGHD1-7,NA,IG_D_gene,41.18,17,CHR_HSCHR14_3_CTG1
62938,ENSG00000282496,HSPD1P3,NA,processed_pseudogene,40.1,NA,CHR_HSCHR8_3_CTG1
62939,ENSG00000282497,TRBV15,NA,TR_V_gene,49.82,344,CHR_HSCHR7_2_CTG6
62940,ENSG00000282498,,NA,antisense,45.81,NA,CHR_HSCHR17_7_CTG4
62941,ENSG00000282499,TRBV25-1,NA,TR_V_gene,46.93,344,7
62942,ENSG00000282500,TRBJ1-3,NA,TR_J_gene,44,50,CHR_HSCHR7_2_CTG6
62943,ENSG00000282501,,NA,processed_pseudogene,47.21,NA,X
62944,ENSG00000282502,FKBP1AP4,NA,processed_pseudogene,54.17,NA,3
62945,ENSG00000282503,,NA,sense_intronic,37.68,NA,CHR_HSCHR15_4_CTG8
62946,ENSG00000282504,IGHV7-56,NA,IG_V_pseudogene,55.86,NA,CHR_HSCHR14_3_CTG1
62947,ENSG00000282505,TRBV3-2,NA,TR_V_pseudogene,45.87,NA,CHR_HSCHR7_2_CTG6
62948,ENSG00000282506,TRBV7-2,NA,TR_V_gene,54.07,347,CHR_HSCHR7_2_CTG6
62949,ENSG00000282507,,NA,lincRNA,49.62,NA,CHR_HSCHR7_2_CTG7
62950,ENSG00000282508,LINC01002,NA,processed_transcript,46.85,NA,19
62951,ENSG00000282509,ULK4P3,89837,transcribed_unprocessed_pseudogene,39.91,NA,CHR_HSCHR15_6_CTG8
62952,ENSG00000282510,RNU6-787P,NA,snRNA,43.93,NA,CHR_HG2235_PATCH
62953,ENSG00000282511,CLUHP10,NA,unprocessed_pseudogene,53.65,NA,3
62954,ENSG00000282512,,NA,unprocessed_pseudogene,54.17,NA,CHR_HSCHR17_10_CTG4
62955,ENSG00000282513,FMN1,342184,protein_coding,39.64,4260,CHR_HSCHR15_6_CTG8
62956,ENSG00000282514,,NA,unprocessed_pseudogene,67.11,NA,CHR_HSCHR15_5_CTG8
62957,ENSG00000282515,,105379627,processed_transcript,52,NA,CHR_HSCHR8_6_CTG1
62958,ENSG00000282516,,NA,processed_pseudogene,33.66,NA,CHR_HSCHR15_1_CTG8
62959,ENSG00000282518,,NA,lincRNA,43.99,NA,CHR_HSCHR17_1_CTG1
62960,ENSG00000282519,FAM83H-AS1,NA,antisense,66.36,NA,CHR_HSCHR8_3_CTG7
62961,ENSG00000282520,IGHD3OR15-3A,NA,IG_D_gene,29.03,31,15
62962,ENSG00000282521,CCL15-CCL14,NA,protein_coding,44.83,342,CHR_HSCHR17_7_CTG4
62963,ENSG00000282522,PKD1P1,NA,transcribed_unprocessed_pseudogene,58.68,NA,CHR_HSCHR16_1_CTG1
62964,ENSG00000282523,,NA,lincRNA,45.41,NA,CHR_HSCHR17_2_CTG5
62965,ENSG00000282524,,NA,lincRNA,55.42,NA,CHR_HSCHR8_2_CTG7
62966,ENSG00000282525,,NA,transcribed_unprocessed_pseudogene,40.71,NA,CHR_HSCHR17_7_CTG4
62967,ENSG00000282526,IGHV3-33-2,NA,IG_V_pseudogene,47.95,NA,CHR_HSCHR14_3_CTG1
62968,ENSG00000282527,,NA,antisense,36.18,NA,3
62969,ENSG00000282528,,NA,processed_pseudogene,39.78,NA,CHR_HSCHR16_1_CTG1
62970,ENSG00000282529,TRBV8-2,NA,TR_V_pseudogene,49.63,NA,CHR_HSCHR7_2_CTG6
62971,ENSG00000282530,HNRNPCL2,440563,protein_coding,46.14,882,CHR_HG1342_HG2282_PATCH
62972,ENSG00000282531,,NA,processed_pseudogene,59.66,NA,CHR_HSCHR15_1_CTG8
62973,ENSG00000282532,,NA,processed_pseudogene,55.77,NA,CHR_HSCHR17_7_CTG4
62974,ENSG00000282533,,NA,unprocessed_pseudogene,58.16,NA,CHR_HSCHR14_3_CTG1
62975,ENSG00000282534,IMPDH1P5,NA,processed_pseudogene,57.27,NA,CHR_HSCHR10_1_CTG4
62976,ENSG00000282535,,NA,lincRNA,34.68,NA,19
62977,ENSG00000282536,LINC00328-2P,NA,processed_pseudogene,52.97,NA,CHR_HSCHR13_1_CTG3
62978,ENSG00000282537,TAS2R43,259291,protein_coding,39.89,900,CHR_HSCHR12_3_CTG2
62979,ENSG00000282537,TAS2R43,259289,protein_coding,39.89,900,CHR_HSCHR12_3_CTG2
62980,ENSG00000282538,,NA,antisense,58.19,NA,CHR_HSCHR8_3_CTG7
62981,ENSG00000282539,,NA,lincRNA,37.04,NA,CHR_HSCHR12_3_CTG2
62982,ENSG00000282540,WHAMMP2,NA,transcribed_unprocessed_pseudogene,39.62,NA,CHR_HSCHR15_4_CTG8
62983,ENSG00000282541,IGHJ3P,NA,IG_J_pseudogene,60,NA,CHR_HSCHR14_3_CTG1
62984,ENSG00000282542,,NA,TEC,43.3,NA,19
62985,ENSG00000282543,TRBV4-3,NA,TR_V_gene,52.57,344,CHR_HSCHR7_2_CTG6
62986,ENSG00000282544,,NA,unprocessed_pseudogene,48.45,NA,CHR_HSCHR15_4_CTG8
62987,ENSG00000282545,RPL5P32,NA,processed_pseudogene,42.21,NA,CHR_HSCHR15_4_CTG8
62988,ENSG00000282546,,NA,sense_intronic,41.31,NA,CHR_HSCHR12_3_CTG2
62989,ENSG00000282547,RN7SL796P,NA,misc_RNA,52.92,NA,CHR_HSCHR15_6_CTG8
62990,ENSG00000282549,PRAMEF29P,NA,unprocessed_pseudogene,49.04,NA,CHR_HG1342_HG2282_PATCH
62991,ENSG00000282550,IGHV1-2,NA,IG_V_gene,56.37,353,CHR_HSCHR14_3_CTG1
62992,ENSG00000282551,,NA,processed_pseudogene,42.62,NA,CHR_HSCHR12_4_CTG2
62993,ENSG00000282552,IGHVII-33-1,NA,IG_V_pseudogene,50,NA,CHR_HSCHR14_3_CTG1
62994,ENSG00000282553,IGHVIV-44-1,NA,IG_V_pseudogene,49.03,NA,CHR_HSCHR14_3_CTG1
62995,ENSG00000282554,,NA,antisense,41.22,NA,CHR_HSCHR15_6_CTG8
62996,ENSG00000282555,,100131315,lincRNA,69.74,NA,CHR_HSCHR15_6_CTG8
62997,ENSG00000282556,,NA,lincRNA,44.26,NA,11
62998,ENSG00000282557,,NA,lincRNA,56.61,NA,CHR_HSCHR7_2_CTG1
62999,ENSG00000282559,HNRNPCL3,649330,protein_coding,47.02,882,CHR_HG1342_HG2282_PATCH
63000,ENSG00000282560,IGHV3-63,NA,IG_V_pseudogene,44.49,NA,CHR_HSCHR14_3_CTG1
63001,ENSG00000282561,IGHV1-17,NA,IG_V_pseudogene,53.94,NA,CHR_HSCHR14_3_CTG1
63002,ENSG00000282562,PRAMEF35P,NA,unprocessed_pseudogene,51.9,NA,CHR_HG1342_HG2282_PATCH
63003,ENSG00000282563,,NA,lincRNA,60.82,NA,CHR_HSCHR17_2_CTG5
63004,ENSG00000282564,,NA,lincRNA,44.58,NA,1
63005,ENSG00000282565,,NA,unprocessed_pseudogene,51.27,NA,CHR_HSCHR7_2_CTG6
63006,ENSG00000282566,PRAMEF25,441873,protein_coding,45.15,1437,CHR_HG1342_HG2282_PATCH
63007,ENSG00000282566,PRAMEF25,645359,protein_coding,45.15,1437,CHR_HG1342_HG2282_PATCH
63008,ENSG00000282567,,NA,unprocessed_pseudogene,46.99,NA,CHR_HSCHR15_4_CTG8
63009,ENSG00000282568,TRBV2,NA,TR_V_gene,44.6,347,CHR_HSCHR7_2_CTG6
63010,ENSG00000282569,IGHVIII-13-1,NA,IG_V_pseudogene,40.55,NA,CHR_HSCHR14_3_CTG1
63011,ENSG00000282570,,NA,lincRNA,46.83,NA,CHR_HSCHR17_7_CTG4
63012,ENSG00000282571,IGKV1-32,NA,IG_V_pseudogene,48.54,NA,CHR_HG2290_PATCH
63013,ENSG00000282572,,NA,processed_transcript,43.16,NA,7
63014,ENSG00000282573,,NA,lincRNA,60.42,NA,CHR_HSCHR8_5_CTG7
63015,ENSG00000282574,,NA,antisense,60.24,NA,CHR_HSCHR16_1_CTG1
63016,ENSG00000282575,,NA,antisense,61.72,NA,CHR_HSCHR7_2_CTG1
63017,ENSG00000282576,IGHVIII-38-1,NA,IG_V_pseudogene,33.33,NA,CHR_HSCHR14_3_CTG1
63018,ENSG00000282577,TRBV5-5,NA,TR_V_gene,55.3,343,CHR_HSCHR7_2_CTG6
63019,ENSG00000282578,IGHD2-2,NA,IG_D_gene,45.16,31,CHR_HSCHR14_3_CTG1
63020,ENSG00000282579,IGHV4-39,NA,IG_V_gene,54.51,377,CHR_HSCHR14_3_CTG1
63021,ENSG00000282580,,NA,lincRNA,35.5,NA,CHR_HSCHR7_2_CTG4_4
63022,ENSG00000282581,,NA,processed_pseudogene,33.66,NA,CHR_HSCHR15_1_CTG8
63023,ENSG00000282583,PRAMEF8,391002,protein_coding,49.88,1425,CHR_HG1342_HG2282_PATCH
63024,ENSG00000282584,PRAMEF4,400735,protein_coding,48.21,1437,CHR_HG1342_HG2282_PATCH
63025,ENSG00000282585,RN7SL482P,NA,misc_RNA,52.35,NA,CHR_HG2235_PATCH
63026,ENSG00000282586,IGHV3-60,NA,IG_V_pseudogene,49.89,NA,CHR_HSCHR14_3_CTG1
63027,ENSG00000282587,,NA,processed_pseudogene,37.9,NA,CHR_HSCHR15_1_CTG8
63028,ENSG00000282588,,NA,antisense,46.23,NA,CHR_HSCHR17_7_CTG4
63029,ENSG00000282589,TRBJ2-2P,NA,TR_J_gene,69.57,46,CHR_HSCHR7_2_CTG6
63030,ENSG00000282590,,NA,sense_intronic,43.81,NA,CHR_HSCHR16_3_CTG1
63031,ENSG00000282591,FAM138F,NA,lincRNA,50.26,NA,19
63032,ENSG00000282592,IGHD1-20,NA,IG_D_gene,47.06,17,CHR_HSCHR14_3_CTG1
63033,ENSG00000282593,IGHV3-53,NA,IG_V_gene,53.87,350,CHR_HSCHR14_3_CTG1
63034,ENSG00000282594,LINC01300,731779,antisense,60.15,NA,CHR_HSCHR8_5_CTG7
63035,ENSG00000282595,,NA,IG_V_pseudogene,44.97,NA,CHR_HSCHR14_3_CTG1
63036,ENSG00000282596,DNM1P38,NA,unprocessed_pseudogene,58.18,NA,CHR_HSCHR15_5_CTG8
63037,ENSG00000282597,,NA,processed_pseudogene,39.46,NA,CHR_HSCHR16_1_CTG1
63038,ENSG00000282598,,NA,antisense,49.01,NA,CHR_HSCHR11_1_CTG8
63039,ENSG00000282599,IGHD2OR15-2A,NA,IG_D_gene,29.03,31,15
63040,ENSG00000282600,,NA,IG_V_pseudogene,49.66,NA,14
63041,ENSG00000282601,HOMER2P2,NA,processed_pseudogene,58.21,NA,CHR_HSCHR14_3_CTG1
63042,ENSG00000282602,,NA,lincRNA,59.38,NA,22
63043,ENSG00000282603,IGKV1-13,NA,IG_V_pseudogene,50.21,NA,CHR_HG2290_PATCH
63044,ENSG00000282604,CCL4L2,9560,protein_coding,49.11,312,CHR_HSCHR17_10_CTG4
63045,ENSG00000282605,TRBV12-5,NA,TR_V_gene,49.12,347,CHR_HSCHR7_2_CTG6
63046,ENSG00000282606,,284241,lincRNA,44.75,NA,CHR_HSCHR18_3_CTG2_1
63047,ENSG00000282607,MGAM,8972,protein_coding,39.95,6038,CHR_HSCHR7_2_CTG6
63048,ENSG00000282608,ADORA3,140,protein_coding,39.64,957,1
63049,ENSG00000282609,IGHV3-22,NA,IG_V_pseudogene,49.13,NA,CHR_HSCHR14_3_CTG1
63050,ENSG00000282610,TRBV6-9,NA,TR_V_gene,54.04,344,CHR_HSCHR7_2_CTG6
63051,ENSG00000282611,CNN2P12,NA,processed_pseudogene,58.53,NA,CHR_HSCHR13_1_CTG3
63052,ENSG00000282612,TAS2R20,259295,protein_coding,34.9,930,CHR_HSCHR12_3_CTG2
63053,ENSG00000282613,,NA,antisense,64.69,NA,CHR_HSCHR8_3_CTG7
63054,ENSG00000282614,DND1P1,NA,processed_pseudogene,65.34,NA,CHR_HSCHR17_2_CTG5
63055,ENSG00000282615,IGHJ5,NA,IG_J_gene,64.71,51,CHR_HSCHR14_3_CTG1
63056,ENSG00000282616,IGHV4-55,NA,IG_V_pseudogene,58.09,NA,CHR_HSCHR14_3_CTG1
63057,ENSG00000282617,,NA,antisense,62.23,NA,CHR_HSCHR8_3_CTG7
63058,ENSG00000282618,TRBV10-1,NA,TR_V_gene,53.28,344,CHR_HSCHR7_2_CTG6
63059,ENSG00000282619,,NA,transcribed_unprocessed_pseudogene,50.01,NA,CHR_HSCHR8_2_CTG7
63060,ENSG00000282620,MAPT-IT1,100130148,sense_intronic,55.44,NA,CHR_HSCHR17_2_CTG5
63061,ENSG00000282621,TRBV19,NA,TR_V_gene,50.73,344,CHR_HSCHR7_2_CTG6
63062,ENSG00000282622,IGKV2-26,NA,IG_V_pseudogene,46.32,NA,CHR_HG2290_PATCH
63063,ENSG00000282623,,NA,processed_pseudogene,43.36,NA,CHR_HSCHR6_1_CTG2
63064,ENSG00000282624,TRBV3-1,NA,TR_V_gene,47.14,344,CHR_HSCHR7_2_CTG6
63065,ENSG00000282625,MRPL57P8,NA,processed_pseudogene,51.34,NA,14
63066,ENSG00000282626,ADAM6,8755,transcribed_unprocessed_pseudogene,48.33,NA,CHR_HSCHR14_3_CTG1
63067,ENSG00000282627,IGHV3-48,NA,IG_V_gene,50.47,353,CHR_HSCHR14_3_CTG1
63068,ENSG00000282628,TRBV29-1,NA,TR_V_gene,48.33,335,CHR_HSCHR7_2_CTG6
63069,ENSG00000282629,RN7SL286P,NA,misc_RNA,52.92,NA,CHR_HSCHR15_6_CTG8
63070,ENSG00000282630,YWHAEP7,284100,transcribed_unprocessed_pseudogene,43.59,NA,CHR_HSCHR17_7_CTG4
63071,ENSG00000282631,IGHVII-15-1,NA,IG_V_pseudogene,51.36,NA,CHR_HSCHR14_3_CTG1
63072,ENSG00000282632,,NA,lincRNA,45.75,NA,CHR_HSCHR17_7_CTG4
63073,ENSG00000282633,IGHA1,NA,IG_C_gene,64.79,1062,CHR_HSCHR14_3_CTG1
63074,ENSG00000282634,,NA,antisense,55.47,NA,CHR_HSCHR17_1_CTG1
63075,ENSG00000282635,IGKV2-29,NA,IG_V_pseudogene,45.74,NA,CHR_HG2290_PATCH
63076,ENSG00000282636,,NA,sense_intronic,37.5,NA,CHR_HSCHR17_7_CTG4
63077,ENSG00000282637,MAP3K14,9020,processed_transcript,75.31,NA,CHR_HSCHR17_2_CTG5
63078,ENSG00000282638,,NA,lincRNA,40.82,NA,CHR_HSCHR16_1_CTG1
63079,ENSG00000282639,,NA,IG_V_gene,50.22,353,14
63080,ENSG00000282640,IGHD4-23,NA,IG_D_gene,52.63,19,CHR_HSCHR14_3_CTG1
63081,ENSG00000282641,,NA,unprocessed_pseudogene,40.85,NA,CHR_HSCHR17_7_CTG4
63082,ENSG00000282642,IGHV3-33,NA,IG_V_gene,52.02,353,CHR_HSCHR14_3_CTG1
63083,ENSG00000282643,DLGAP2-AS1,100507435,antisense,45.04,NA,CHR_HSCHR8_5_CTG1
63084,ENSG00000282644,,NA,IG_V_gene,50.22,353,CHR_HSCHR14_3_CTG1
63085,ENSG00000282645,,NA,lincRNA,53.99,NA,CHR_HSCHR7_2_CTG1
63086,ENSG00000282646,IGKV2-36,NA,IG_V_pseudogene,47.53,NA,CHR_HG2290_PATCH
63087,ENSG00000282647,LINC01070,NA,lincRNA,50.18,NA,CHR_HSCHR13_1_CTG1
63088,ENSG00000282648,,100289656,transcribed_unprocessed_pseudogene,45.4,NA,CHR_HSCHR15_4_CTG8
63089,ENSG00000282649,,105371907,lincRNA,51.04,NA,CHR_HSCHR17_3_CTG4
63090,ENSG00000282650,MEIOB,254528,processed_transcript,46.71,NA,CHR_HSCHR16_4_CTG1
63091,ENSG00000282651,,NA,IG_V_gene,56.42,353,14
63092,ENSG00000282652,IGHVII-67-1,NA,IG_V_pseudogene,47.83,NA,CHR_HSCHR14_3_CTG1
63093,ENSG00000282653,IGHV3-16,NA,IG_V_gene,51.52,351,CHR_HSCHR14_3_CTG1
63094,ENSG00000282654,RN7SL673P,NA,misc_RNA,54.01,NA,CHR_HSCHR15_6_CTG8
63095,ENSG00000282655,PDCD6IPP2,NA,transcribed_unprocessed_pseudogene,37.94,NA,CHR_HSCHR15_4_CTG8
63096,ENSG00000282656,TBC1D3J,NA,unprocessed_pseudogene,59.45,NA,CHR_HSCHR17_7_CTG4
63097,ENSG00000282657,IGHM,NA,IG_C_gene,58.69,1362,CHR_HSCHR14_3_CTG1
63098,ENSG00000282658,,NA,lincRNA,58.75,NA,CHR_HSCHR18_ALT21_CTG2_1
63099,ENSG00000282659,SLC20A1P2,NA,processed_pseudogene,44.1,NA,CHR_HSCHR14_3_CTG1
63100,ENSG00000282660,,NA,unprocessed_pseudogene,37.3,NA,CHR_HSCHR15_4_CTG8
63101,ENSG00000282661,,NA,lincRNA,37.47,NA,CHR_HSCHR8_8_CTG1
63102,ENSG00000282662,,NA,lincRNA,48.7,NA,CHR_HSCHR7_2_CTG1
63103,ENSG00000282663,PRAMEF10,343071,protein_coding,47.85,1425,CHR_HG1342_HG2282_PATCH
63104,ENSG00000282664,LINC00552,100130386,TEC,57.08,NA,CHR_HSCHR13_1_CTG5
63105,ENSG00000282665,ERICH1,157697,protein_coding,55.83,22,CHR_HSCHR8_4_CTG1
63106,ENSG00000282666,IGKV1-27,NA,IG_V_gene,48.02,351,CHR_HG2290_PATCH
63107,ENSG00000282667,PRSS3P2,NA,unprocessed_pseudogene,50.67,NA,CHR_HSCHR7_2_CTG6
63108,ENSG00000282668,,NA,processed_pseudogene,47.43,NA,X
63109,ENSG00000282669,AK3P2,NA,processed_pseudogene,47.23,NA,CHR_HSCHR8_4_CTG7
63110,ENSG00000282670,,NA,lincRNA,28.66,NA,CHR_HSCHR15_6_CTG8
63111,ENSG00000282671,IGKV2-24,NA,IG_V_gene,45.5,360,CHR_HG2290_PATCH
63112,ENSG00000282672,IGHJ1P,NA,IG_J_pseudogene,70.91,NA,CHR_HSCHR14_3_CTG1
63113,ENSG00000282673,PRB1,5542,protein_coding,45.95,993,CHR_HSCHR12_3_CTG2
63114,ENSG00000282674,IGHD5-24,NA,IG_D_gene,40,20,CHR_HSCHR14_3_CTG1
63115,ENSG00000282675,,NA,processed_pseudogene,38.64,NA,CHR_HSCHR12_3_CTG2
63116,ENSG00000282676,,NA,protein_coding,53.11,558,CHR_HSCHR12_1_CTG1
63117,ENSG00000282677,SNX18P26,NA,processed_pseudogene,51.35,NA,CHR_HSCHR13_1_CTG3
63118,ENSG00000282678,,NA,IG_V_gene,55.76,353,CHR_HSCHR14_3_CTG1
63119,ENSG00000282679,IGHV3-71,NA,IG_V_pseudogene,49.46,NA,CHR_HSCHR14_3_CTG1
63120,ENSG00000282680,,NA,processed_pseudogene,47.92,NA,CHR_HSCHR8_9_CTG1
63121,ENSG00000282681,,NA,lincRNA,59.6,NA,CHR_HSCHR8_4_CTG7
63122,ENSG00000282682,,54494,protein_coding,60.48,372,11
63123,ENSG00000282683,,NA,processed_pseudogene,50.29,NA,CHR_HSCHR8_4_CTG7
63124,ENSG00000282684,ZC3H3,23144,protein_coding,61.27,1561,CHR_HSCHR8_3_CTG7
63125,ENSG00000282685,,100128338,processed_transcript,60.21,NA,CHR_HSCHR8_3_CTG7
63126,ENSG00000282686,,NA,lincRNA,42.23,NA,8
63127,ENSG00000282687,IGHVIII-22-2,NA,IG_V_pseudogene,64.29,NA,CHR_HSCHR14_3_CTG1
63128,ENSG00000282688,PRAMEF15,653619,protein_coding,45.85,1437,CHR_HG1342_HG2282_PATCH
63129,ENSG00000282689,ULK4P2,NA,transcribed_unprocessed_pseudogene,40.02,NA,CHR_HSCHR15_6_CTG8
63130,ENSG00000282690,,NA,antisense,51.1,NA,CHR_HSCHR10_1_CTG4
63131,ENSG00000282691,IGHV4-59,NA,IG_V_gene,54.25,350,CHR_HSCHR14_3_CTG1
63132,ENSG00000282692,,NA,lincRNA,47.05,NA,8
63133,ENSG00000282693,LY6L,101928108,protein_coding,62.07,417,CHR_HSCHR8_4_CTG7
63134,ENSG00000282694,IGKV1-12,NA,IG_V_gene,50.38,351,CHR_HG2290_PATCH
63135,ENSG00000282695,HMGB1P24,NA,transcribed_processed_pseudogene,44.34,NA,CHR_HSCHR17_7_CTG4
63136,ENSG00000282696,,NA,processed_pseudogene,35.95,NA,CHR_HSCHR15_4_CTG8
63137,ENSG00000282697,,NA,processed_pseudogene,47.88,NA,X
63138,ENSG00000282698,RPL3P10,NA,processed_pseudogene,49.48,NA,CHR_HSCHR8_9_CTG1
63139,ENSG00000282699,PGBD4P5,NA,processed_pseudogene,42.96,NA,CHR_HG2290_PATCH
63140,ENSG00000282700,,NA,TEC,46.55,NA,CHR_HSCHR15_3_CTG8
63141,ENSG00000282701,DNM1P50,NA,unprocessed_pseudogene,54.56,NA,CHR_HSCHR15_6_CTG8
63142,ENSG00000282702,,NA,IG_V_pseudogene,44.62,NA,CHR_HSCHR14_3_CTG1
63143,ENSG00000282703,GLIS2-AS1,101926896,lincRNA,60.67,NA,CHR_HSCHR16_3_CTG1
63144,ENSG00000282704,TRBV7-6,NA,TR_V_gene,52.23,347,CHR_HSCHR7_2_CTG6
63145,ENSG00000282705,NPIPA5,100288332,protein_coding,46.1,1053,CHR_HSCHR16_1_CTG1
63146,ENSG00000282705,NPIPA5,642799,protein_coding,46.1,1053,CHR_HSCHR16_1_CTG1
63147,ENSG00000282705,NPIPA5,642778,protein_coding,46.1,1053,CHR_HSCHR16_1_CTG1
63148,ENSG00000282705,NPIPA5,9284,protein_coding,46.1,1053,CHR_HSCHR16_1_CTG1
63149,ENSG00000282706,LINC01043,101928752,lincRNA,47.13,NA,CHR_HSCHR13_1_CTG1
63150,ENSG00000282707,,NA,processed_pseudogene,57.52,NA,CHR_HSCHR17_7_CTG4
63151,ENSG00000282708,IGHVIII-47-1,NA,IG_V_pseudogene,43.5,NA,CHR_HSCHR14_3_CTG1
63152,ENSG00000282709,TRBV7-5,NA,TR_V_pseudogene,50,NA,CHR_HSCHR7_2_CTG6
63153,ENSG00000282710,IGHV3-25,NA,IG_V_pseudogene,49.22,NA,CHR_HSCHR14_3_CTG1
63154,ENSG00000282711,TRBV11-1,NA,TR_V_gene,50.11,347,CHR_HSCHR7_2_CTG6
63155,ENSG00000282712,DEAF1,10522,protein_coding,50.98,485,CHR_HSCHR11_1_CTG8
63156,ENSG00000282713,,NA,processed_pseudogene,54.6,NA,CHR_HSCHR16_1_CTG1
63157,ENSG00000282714,IGHD1-1,NA,IG_D_gene,52.94,17,CHR_HSCHR14_3_CTG1
63158,ENSG00000282715,ANKRD20A9P,NA,unprocessed_pseudogene,36.82,NA,CHR_HSCHR13_1_CTG3
63159,ENSG00000282716,IGHV1-18,NA,IG_V_gene,56.45,353,CHR_HSCHR14_3_CTG1
63160,ENSG00000282717,,NA,antisense,39.96,NA,CHR_HSCHR16_1_CTG1
63161,ENSG00000282718,,NA,lincRNA,50.06,NA,1
63162,ENSG00000282719,TRBV6-2,NA,TR_V_gene,54.47,344,CHR_HSCHR7_2_CTG6
63163,ENSG00000282720,,NA,antisense,57.3,NA,CHR_HSCHR17_1_CTG1
63164,ENSG00000282721,,NA,antisense,43.49,NA,CHR_HSCHR17_7_CTG4
63165,ENSG00000282722,,NA,TEC,47.29,NA,CHR_HSCHR15_6_CTG8
63166,ENSG00000282723,,NA,processed_pseudogene,60.88,NA,CHR_HSCHR17_2_CTG5
63167,ENSG00000282724,IGHD6-25,NA,IG_D_gene,61.11,18,CHR_HSCHR14_3_CTG1
63168,ENSG00000282725,CORO7,79585,protein_coding,57.56,2778,CHR_HSCHR16_3_CTG1
63169,ENSG00000282726,IGHV4-28,NA,IG_V_gene,55.82,353,CHR_HSCHR14_3_CTG1
63170,ENSG00000282727,,NA,lincRNA,40.58,NA,CHR_HSCHR17_2_CTG5
63171,ENSG00000282728,,NA,processed_transcript,36.57,NA,11
63172,ENSG00000282729,,NA,misc_RNA,45.71,NA,CHR_HSCHR15_6_CTG8
63173,ENSG00000282730,TRBV24-1,NA,TR_V_gene,46.59,345,CHR_HSCHR7_2_CTG6
63174,ENSG00000282731,,NA,processed_pseudogene,31.86,NA,CHR_HSCHR15_1_CTG8
63175,ENSG00000282732,,NA,unprocessed_pseudogene,60.71,NA,19
63176,ENSG00000282733,NSFP1,NA,unprocessed_pseudogene,38.22,NA,CHR_HSCHR17_2_CTG5
63177,ENSG00000282734,,286083,lincRNA,52.07,NA,CHR_HSCHR8_1_CTG1
63178,ENSG00000282735,KIAA0355,9710,protein_coding,47.46,388,CHR_HSCHR19_2_CTG3_1
63179,ENSG00000282736,IGHD1-14,NA,IG_D_gene,52.94,17,CHR_HSCHR14_3_CTG1
63180,ENSG00000282737,LINC01044,104266956,lincRNA,52.53,NA,CHR_HSCHR13_1_CTG1
63181,ENSG00000282738,,NA,unprocessed_pseudogene,54.32,NA,17
63182,ENSG00000282739,SLC25A26,115286,protein_coding,40.15,825,CHR_HG2235_PATCH
63183,ENSG00000282740,,NA,lincRNA,46.74,NA,1
63184,ENSG00000282741,PRAMEF13,NA,unprocessed_pseudogene,50.13,NA,CHR_HG1342_HG2282_PATCH
63185,ENSG00000282742,,NA,TEC,45.52,NA,4
63186,ENSG00000282743,IGKV3-31,NA,IG_V_pseudogene,48.48,NA,CHR_HG2290_PATCH
63187,ENSG00000282744,,NA,lincRNA,40.38,NA,CHR_HSCHR16_1_CTG1
63188,ENSG00000282745,IGHV6-1,NA,IG_V_gene,54,365,CHR_HSCHR14_3_CTG1
63189,ENSG00000282746,,NA,antisense,54.09,NA,CHR_HSCHR19_2_CTG3_1
63190,ENSG00000282747,,NA,lincRNA,43.31,NA,CHR_HSCHR17_10_CTG4
63191,ENSG00000282748,TRBV5-7,NA,TR_V_gene,55.25,343,CHR_HSCHR7_2_CTG6
63192,ENSG00000282749,,NA,antisense,56.2,NA,CHR_HSCHR17_7_CTG4
63193,ENSG00000282750,CCL3P1,NA,unprocessed_pseudogene,60.01,NA,CHR_HSCHR17_10_CTG4
63194,ENSG00000282751,ATP5G1P1,NA,processed_pseudogene,57.52,NA,CHR_HSCHR14_3_CTG1
63195,ENSG00000282752,CTDP1,9150,protein_coding,52.68,2417,CHR_HSCHR18_3_CTG2_1
63196,ENSG00000282753,,NA,lincRNA,46.4,NA,CHR_HSCHR17_3_CTG4
